muestras,anio,fecha,hora_inicio,hora_fin,dema_int,dem_inst,aniomovil
7324,2019,03-jul,3,4,7409.91077,7492.152832,2
7325,2019,03-jul,4,5,7387.687769,7228.69873,2
7326,2019,03-jul,5,6,7432.914678,7419.125,2
7327,2019,03-jul,6,7,7757.04041,7559.78125,2
7328,2019,03-jul,7,8,8102.915762,7924.833496,2
7329,2019,03-jul,8,9,8441.329704,8200.005859,2
7330,2019,03-jul,9,10,8777.608044,8551.101563,2
7331,2019,03-jul,10,11,8889.74642,8673.963867,2
7332,2019,03-jul,11,12,9082.861249,8936.353516,2
7333,2019,03-jul,12,13,9195.831534,9096.655273,2
7334,2019,03-jul,13,14,9260.031654,9230.392578,2
7335,2019,03-jul,14,15,9167.639312,9165.048828,2
7336,2019,03-jul,15,16,9197.990225,9119.895508,2
7337,2019,03-jul,16,17,9221.59563,9179.22168,2
7338,2019,03-jul,17,18,9054.021739,9147.357422,2
7339,2019,03-jul,18,19,8702.749335,8831.863281,2
7340,2019,03-jul,19,20,8436.451538,8512.195313,2
7341,2019,03-jul,20,21,8321.652912,8254.614258,2
7342,2019,03-jul,21,22,8711.269553,8684.414063,2
7343,2019,03-jul,22,23,8665.016686,8648.046875,2
7344,2019,03-jul,23,24,8350.273015,8632.566406,2
7345,2019,04-jul,0,1,7924.803376,8092.928223,2
7346,2019,04-jul,1,2,7663.753246,7836.952148,2
7347,2019,04-jul,2,3,7519.68013,7457.45166,2
7348,2019,04-jul,3,4,7397.099975,7412.228516,2
7349,2019,04-jul,4,5,7375.629842,7420.057617,2
7350,2019,04-jul,5,6,7418.528799,7442.522461,2
7351,2019,04-jul,6,7,7680.696637,7494.362793,2
7352,2019,04-jul,7,8,8050.805858,7782.182617,2
7353,2019,04-jul,8,9,8521.186633,8278.869141,2
7354,2019,04-jul,9,10,8890.89844,8745.833984,2
7355,2019,04-jul,10,11,9072.130533,8971.228516,2
7356,2019,04-jul,11,12,9195.222083,9197.100586,2
7357,2019,04-jul,12,13,9246.217129,9119.855469,2
7358,2019,04-jul,13,14,9368.939938,9339.169922,2
7359,2019,04-jul,14,15,9315.96635,9343.625,2
7360,2019,04-jul,15,16,9252.020371,9118.956055,2
7361,2019,04-jul,16,17,9284.754274,9255.75,2
7362,2019,04-jul,17,18,9025.961963,9111.257813,2
7363,2019,04-jul,18,19,8756.609284,8785.808594,2
7364,2019,04-jul,19,20,8476.48034,8655.546875,2
7365,2019,04-jul,20,21,8426.437237,8217.901367,2
7366,2019,04-jul,21,22,8698.729445,8691.111328,2
7367,2019,04-jul,22,23,8633.295241,8717.584961,2
7368,2019,04-jul,23,24,8379.370973,8496.126953,2
7369,2019,05-jul,0,1,7952.960334,8136.665039,2
7370,2019,05-jul,1,2,7699.070193,7698.012207,2
7371,2019,05-jul,2,3,7480.799438,7602.969727,2
7372,2019,05-jul,3,4,7396.695046,7381.188477,2
7373,2019,05-jul,4,5,7405.770633,7325.785156,2
7374,2019,05-jul,5,6,7510.935179,7446.02832,2
7375,2019,05-jul,6,7,7733.52886,7592.384277,2
7376,2019,05-jul,7,8,8079.029866,7774.182617,2
7377,2019,05-jul,8,9,8495.139104,8253.176758,2
7378,2019,05-jul,9,10,8823.332532,8678.099609,2
7379,2019,05-jul,10,11,8899.070179,8862.361328,2
7380,2019,05-jul,11,12,8984.163361,8969.319336,2
7381,2019,05-jul,12,13,9081.262711,9122.472656,2
7382,2019,05-jul,13,14,9088.995632,9026.801758,2
7383,2019,05-jul,14,15,9054.709893,8980.100586,2
7384,2019,05-jul,15,16,9057.601287,8866.572266,2
7385,2019,05-jul,16,17,9066.913893,9045.25293,2
7386,2019,05-jul,17,18,8902.410627,8989.547852,2
7387,2019,05-jul,18,19,8562.691751,8698.206055,2
7388,2019,05-jul,19,20,8247.477297,8465.074219,2
7389,2019,05-jul,20,21,8122.536402,7933.62207,2
7390,2019,05-jul,21,22,8495.32711,8474.31543,2
7391,2019,05-jul,22,23,8489.224304,8524.685547,2
7392,2019,05-jul,23,24,8328.253912,8566.914063,2
7393,2019,06-jul,0,1,7850.729677,8149.629883,2
7394,2019,06-jul,1,2,7628.893025,7752.581055,2
7395,2019,06-jul,2,3,7396.694868,7538.154297,2
7396,2019,06-jul,3,4,7321.752025,7361.482422,2
7397,2019,06-jul,4,5,7297.545055,7362.791016,2
7398,2019,06-jul,5,6,7267.05326,7176.052246,2
7399,2019,06-jul,6,7,7445.186064,7346.080566,2
7400,2019,06-jul,7,8,7587.984467,7508.875488,2
7401,2019,06-jul,8,9,7955.493236,7681.939453,2
7402,2019,06-jul,9,10,8291.899985,8027.794922,2
7403,2019,06-jul,10,11,8438.223026,8337.102539,2
7404,2019,06-jul,11,12,8557.907751,8479.048828,2
7405,2019,06-jul,12,13,8665.360958,8612.249023,2
7406,2019,06-jul,13,14,8595.437905,8713.463867,2
7407,2019,06-jul,14,15,8369.393144,8417.135742,2
7408,2019,06-jul,15,16,8261.112719,8096.964844,2
7409,2019,06-jul,16,17,8250.290985,8247.232422,2
7410,2019,06-jul,17,18,8151.589379,8280.511719,2
7411,2019,06-jul,18,19,8073.424274,8097.527344,2
7412,2019,06-jul,19,20,8013.051461,8055.956055,2
7413,2019,06-jul,20,21,8183.702122,8061.286133,2
7414,2019,06-jul,21,22,8469.653902,8549.895508,2
7415,2019,06-jul,22,23,8204.683883,8462.670898,2
7416,2019,06-jul,23,24,7856.023495,8107.401367,2
7417,2019,07-jul,0,1,7419.275602,7666.259277,2
7418,2019,07-jul,1,2,7075.166508,7177.301758,2
7419,2019,07-jul,2,3,6869.123814,7010.859375,2
7420,2019,07-jul,3,4,6747.17699,6866.071777,2
7421,2019,07-jul,4,5,6712.677973,6758.196289,2
7422,2019,07-jul,5,6,6663.349565,6645.20166,2
7423,2019,07-jul,6,7,6674.397547,6653.8125,2
7424,2019,07-jul,7,8,6514.948128,6741.041992,2
7425,2019,07-jul,8,9,6634.557169,6417.129883,2
7426,2019,07-jul,9,10,6850.204488,6619.854004,2
7427,2019,07-jul,10,11,7000.148161,6917.660156,2
7428,2019,07-jul,11,12,7030.345942,7043.012695,2
7429,2019,07-jul,12,13,7067.840853,7040.932129,2
7430,2019,07-jul,13,14,7123.791168,7021.69043,2
7431,2019,07-jul,14,15,7135.015639,7111.983887,2
7432,2019,07-jul,15,16,7135.690162,7122.151855,2
7433,2019,07-jul,16,17,7187.150378,7134.859375,2
7434,2019,07-jul,17,18,7150.067348,7219.51123,2
7435,2019,07-jul,18,19,7126.96539,7117.673828,2
7436,2019,07-jul,19,20,7114.368952,7148.34375,2
7437,2019,07-jul,20,21,7393.982696,7036.328125,2
7438,2019,07-jul,21,22,7927.829642,7883.381348,2
7439,2019,07-jul,22,23,7767.069221,7864.671875,2
7440,2019,07-jul,23,24,7325.853274,7454.890137,2
7441,2019,08-jul,0,1,6933.303519,7015.535645,2
7442,2019,08-jul,1,2,6691.798483,6868.527344,2
7443,2019,08-jul,2,3,6525.131477,6649.970215,2
7444,2019,08-jul,3,4,6416.30242,6546.305664,2
7445,2019,08-jul,4,5,6460.318078,6488.791504,2
7446,2019,08-jul,5,6,6655.755995,6586.728516,2
7447,2019,08-jul,6,7,7108.305876,6863.120117,2
7448,2019,08-jul,7,8,7623.815321,7394.539063,2
7449,2019,08-jul,8,9,8170.577764,7884.300781,2
7450,2019,08-jul,9,10,8570.080805,8524.461914,2
7451,2019,08-jul,10,11,8797.691961,8585.524414,2
7452,2019,08-jul,11,12,8994.088291,8905.913086,2
7453,2019,08-jul,12,13,9180.158606,9145.588867,2
7454,2019,08-jul,13,14,9320.287041,9284.850586,2
7455,2019,08-jul,14,15,9320.551059,9288.073242,2
7456,2019,08-jul,15,16,9342.697576,9301.716797,2
7457,2019,08-jul,16,17,9395.066736,9287.945313,2
7458,2019,08-jul,17,18,9237.191194,9272.228516,2
7459,2019,08-jul,18,19,8857.974891,8917.663086,2
7460,2019,08-jul,19,20,8448.888193,8582.868164,2
7461,2019,08-jul,20,21,8388.373139,8219.124023,2
7462,2019,08-jul,21,22,8700.275403,8692.588867,2
7463,2019,08-jul,22,23,8653.084312,8643.021484,2
7464,2019,08-jul,23,24,8388.177321,8582.21875,2
7465,2019,09-jul,0,1,7995.135993,8183.364258,2
7466,2019,09-jul,1,2,7760.354352,7958.322266,2
7467,2019,09-jul,2,3,7587.115808,7661.245117,2
7468,2019,09-jul,3,4,7488.152175,7540.569336,2
7469,2019,09-jul,4,5,7463.953269,7500.589844,2
7470,2019,09-jul,5,6,7527.544105,7523.400391,2
7471,2019,09-jul,6,7,7795.823986,7579.327148,2
7472,2019,09-jul,7,8,8041.66742,7896.244629,2
7473,2019,09-jul,8,9,8481.358247,8141.757813,2
7474,2019,09-jul,9,10,8889.95637,8704.037109,2
7475,2019,09-jul,10,11,9083.527979,9018.931641,2
7476,2019,09-jul,11,12,9249.159868,9096.691406,2
7477,2019,09-jul,12,13,9324.907751,9252.71875,2
7478,2019,09-jul,13,14,9416.080254,9406.15332,2
7479,2019,09-jul,14,15,9421.470528,9448.299805,2
7480,2019,09-jul,15,16,9452.276477,9444.582031,2
7481,2019,09-jul,16,17,9503.762144,9514.161133,2
7482,2019,09-jul,17,18,9340.113154,9420.076172,2
7483,2019,09-jul,18,19,8976.999603,9129.182617,2
7484,2019,09-jul,19,20,8674.729835,8867.067383,2
7485,2019,09-jul,20,21,8534.775149,8406.507813,2
7486,2019,09-jul,21,22,8880.278462,8865.869141,2
7487,2019,09-jul,22,23,8887.213823,8883.713867,2
7488,2019,09-jul,23,24,8688.005362,8853.739258,2
7489,2019,10-jul,0,1,8281.33956,8491.775391,2
7490,2019,10-jul,1,2,7997.521502,8143.206543,2
7491,2019,10-jul,2,3,7776.790823,7866.935059,2
7492,2019,10-jul,3,4,7729.199425,7724.557617,2
7493,2019,10-jul,4,5,7722.569334,7768.631348,2
7494,2019,10-jul,5,6,7774.820183,7824.881836,2
7495,2019,10-jul,6,7,7974.97087,7808.507813,2
7496,2019,10-jul,7,8,8264.968238,8163.166992,2
7497,2019,10-jul,8,9,8722.06086,8418.816406,2
7498,2019,10-jul,9,10,9084.553751,8914.777344,2
7499,2019,10-jul,10,11,9270.36682,9212.291016,2
7500,2019,10-jul,11,12,9421.911545,9320.633789,2
7501,2019,10-jul,12,13,9618.996466,9458.607422,2
7502,2019,10-jul,13,14,9682.231294,9653.257813,2
7503,2019,10-jul,14,15,9615.793581,9639.043945,2
7504,2019,10-jul,15,16,9636.171964,9622.957031,2
7505,2019,10-jul,16,17,9628.578506,9567.897461,2
7506,2019,10-jul,17,18,9511.832828,9665.089844,2
7507,2019,10-jul,18,19,9255.563119,9473.123047,2
7508,2019,10-jul,19,20,8885.093282,9095.859375,2
7509,2019,10-jul,20,21,8667.039712,8521.257813,2
7510,2019,10-jul,21,22,9025.402535,8997.155273,2
7511,2019,10-jul,22,23,9017.052356,9083.475586,2
7512,2019,10-jul,23,24,8733.051821,8955.3125,2
7513,2019,11-jul,0,1,8251.569424,8561.665039,2
7514,2019,11-jul,1,2,7955.201805,8090.303223,2
7515,2019,11-jul,2,3,7757.842514,7841.616211,2
7516,2019,11-jul,3,4,7673.958225,7637.11377,2
7517,2019,11-jul,4,5,7648.912875,7678.408203,2
7518,2019,11-jul,5,6,7660.191301,7613.876465,2
7519,2019,11-jul,6,7,7836.978002,7593.586914,2
7520,2019,11-jul,7,8,8232.944346,7996.546875,2
7521,2019,11-jul,8,9,8742.471274,8511.762695,2
7522,2019,11-jul,9,10,9100.314656,8887.432617,2
7523,2019,11-jul,10,11,9282.524729,9151.212891,2
7524,2019,11-jul,11,12,9429.634959,9262.467773,2
7525,2019,11-jul,12,13,9554.831385,9488.275391,2
7526,2019,11-jul,13,14,9599.319151,9514.123047,2
7527,2019,11-jul,14,15,9582.563781,9670.380859,2
7528,2019,11-jul,15,16,9562.337023,9671.75293,2
7529,2019,11-jul,16,17,9526.92792,9623.387695,2
7530,2019,11-jul,17,18,9444.595701,9583.580078,2
7531,2019,11-jul,18,19,9034.220504,9188.09668,2
7532,2019,11-jul,19,20,8708.43004,8855.712891,2
7533,2019,11-jul,20,21,8602.110746,8336.200195,2
7534,2019,11-jul,21,22,8962.460512,8953.18457,2
7535,2019,11-jul,22,23,8895.11377,8908.746094,2
7536,2019,11-jul,23,24,8677.746553,8880.515625,2
7537,2019,12-jul,0,1,8273.045287,8510.498047,2
7538,2019,12-jul,1,2,7948.765522,8149.582031,2
7539,2019,12-jul,2,3,7791.986344,7834.052734,2
7540,2019,12-jul,3,4,7716.019896,7657.46582,2
7541,2019,12-jul,4,5,7687.440543,7684.84082,2
7542,2019,12-jul,5,6,7706.684603,7484.089355,2
7543,2019,12-jul,6,7,7940.866599,7767.331055,2
7544,2019,12-jul,7,8,8259.167042,8116.296387,2
7545,2019,12-jul,8,9,8691.895279,8542.126953,2
7546,2019,12-jul,9,10,9013.571824,8818.027344,2
7547,2019,12-jul,10,11,9211.990864,9108.478516,2
7548,2019,12-jul,11,12,9331.896213,9216.430664,2
7549,2019,12-jul,12,13,9455.900655,9312.634766,2
7550,2019,12-jul,13,14,9542.417328,9481.126953,2
7551,2019,12-jul,14,15,9462.50807,9619.770508,2
7552,2019,12-jul,15,16,9406.830711,9464.951172,2
7553,2019,12-jul,16,17,9413.338959,9426.987305,2
7554,2019,12-jul,17,18,9229.365192,9394.68457,2
7555,2019,12-jul,18,19,8891.640059,9071.201172,2
7556,2019,12-jul,19,20,8603.404972,8781.699219,2
7557,2019,12-jul,20,21,8431.94621,8292.366211,2
7558,2019,12-jul,21,22,8644.871902,8659.542969,2
7559,2019,12-jul,22,23,8635.196391,8561.019531,2
7560,2019,12-jul,23,24,8471.922385,8585.318359,2
7561,2019,13-jul,0,1,8035.879938,8236.68457,2
7562,2019,13-jul,1,2,7728.575627,7875.791992,2
7563,2019,13-jul,2,3,7548.243988,7642.289063,2
7564,2019,13-jul,3,4,7443.295007,7494.511719,2
7565,2019,13-jul,4,5,7406.23143,7337.585938,2
7566,2019,13-jul,5,6,7419.394256,7444.744141,2
7567,2019,13-jul,6,7,7478.341478,7428.952148,2
7568,2019,13-jul,7,8,7682.775628,7554.189453,2
7569,2019,13-jul,8,9,8050.312803,7773.851074,2
7570,2019,13-jul,9,10,8351.318945,8235.255859,2
7571,2019,13-jul,10,11,8497.030777,8454.357422,2
7572,2019,13-jul,11,12,8644.553487,8610.741211,2
7573,2019,13-jul,12,13,8723.561363,8638.255859,2
7574,2019,13-jul,13,14,8648.056555,8724.585938,2
7575,2019,13-jul,14,15,8448.14773,8646.708008,2
7576,2019,13-jul,15,16,8351.20166,8355.583008,2
7577,2019,13-jul,16,17,8303.640259,8288.984375,2
7578,2019,13-jul,17,18,8197.648797,8326.232422,2
7579,2019,13-jul,18,19,8057.660557,8080.978516,2
7580,2019,13-jul,19,20,7960.050942,7976.361328,2
7581,2019,13-jul,20,21,8180.539743,7915.793945,2
7582,2019,13-jul,21,22,8385.146875,8412.584961,2
7583,2019,13-jul,22,23,8148.114276,8333.826172,2
7584,2019,13-jul,23,24,7764.383352,8031.102051,2
7585,2019,14-jul,0,1,7361.363368,7640.491211,2
7586,2019,14-jul,1,2,7070.856195,7141.414063,2
7587,2019,14-jul,2,3,6821.313355,6833.591309,2
7588,2019,14-jul,3,4,6712.982757,6808.014648,2
7589,2019,14-jul,4,5,6622.866393,6537.282715,2
7590,2019,14-jul,5,6,6554.239454,6653.809082,2
7591,2019,14-jul,6,7,6604.377496,6470.557617,2
7592,2019,14-jul,7,8,6486.392033,6529.836914,2
7593,2019,14-jul,8,9,6613.399368,6676.015625,2
7594,2019,14-jul,9,10,6763.635425,6761.711914,2
7595,2019,14-jul,10,11,6901.676055,6775.150391,2
7596,2019,14-jul,11,12,7016.976243,6987.17334,2
7597,2019,14-jul,12,13,6982.130489,6920.744141,2
7598,2019,14-jul,13,14,6962.355285,6950.584961,2
7599,2019,14-jul,14,15,6981.99457,6951.956055,2
7600,2019,14-jul,15,16,6970.535984,6973.632813,2
7601,2019,14-jul,16,17,6948.845212,6944.842773,2
7602,2019,14-jul,17,18,6865.623849,6870.024414,2
7603,2019,14-jul,18,19,6880.438541,6914.588867,2
7604,2019,14-jul,19,20,6933.279081,6872.513184,2
7605,2019,14-jul,20,21,7285.268299,6854.353516,2
7606,2019,14-jul,21,22,7694.359497,7677.568359,2
7607,2019,14-jul,22,23,7597.848549,7817.094727,2
7608,2019,14-jul,23,24,7185.542132,7457.630371,2
7609,2019,15-jul,0,1,6818.230209,7007.601563,2
7610,2019,15-jul,1,2,6544.478555,6763.871582,2
7611,2019,15-jul,2,3,6412.465075,6371.246094,2
7612,2019,15-jul,3,4,6404.450005,6446.056152,2
7613,2019,15-jul,4,5,6429.701662,6366.728027,2
7614,2019,15-jul,5,6,6541.853974,6495.87207,2
7615,2019,15-jul,6,7,6996.147033,6731.206055,2
7616,2019,15-jul,7,8,7486.116605,7229.864258,2
7617,2019,15-jul,8,9,7958.66633,7655.102539,2
7618,2019,15-jul,9,10,8338.270867,8152.000488,2
7619,2019,15-jul,10,11,8557.518901,8481.115234,2
7620,2019,15-jul,11,12,8780.276865,8642.992188,2
7621,2019,15-jul,12,13,8925.054979,8742.954102,2
7622,2019,15-jul,13,14,9045.24262,8931.064453,2
7623,2019,15-jul,14,15,9021.240624,9020.645508,2
7624,2019,15-jul,15,16,9021.280909,9074.878906,2
7625,2019,15-jul,16,17,8988.654281,9034.550781,2
7626,2019,15-jul,17,18,8794.39768,9010.230469,2
7627,2019,15-jul,18,19,8531.771263,8670.131836,2
7628,2019,15-jul,19,20,8289.367895,8371.21875,2
7629,2019,15-jul,20,21,8256.040648,8111.592773,2
7630,2019,15-jul,21,22,8442.516537,8490.833008,2
7631,2019,15-jul,22,23,8295.15208,8331.367188,2
7632,2019,15-jul,23,24,7984.948135,8219.014648,2
7633,2019,16-jul,0,1,7547.640175,7724.864258,2
7634,2019,16-jul,1,2,7287.278089,7265.015625,2
7635,2019,16-jul,2,3,7120.569617,7166.736328,2
7636,2019,16-jul,3,4,7085.140147,7164.272461,2
7637,2019,16-jul,4,5,7096.67609,7121.680664,2
7638,2019,16-jul,5,6,7125.77688,7177.06543,2
7639,2019,16-jul,6,7,7421.607254,7254.217285,2
7640,2019,16-jul,7,8,7717.818337,7599.342773,2
7641,2019,16-jul,8,9,8181.572289,7945.09375,2
7642,2019,16-jul,9,10,8532.467875,8432.255859,2
7643,2019,16-jul,10,11,8676.734939,8659.530273,2
7644,2019,16-jul,11,12,8824.748163,8680.193359,2
7645,2019,16-jul,12,13,8956.980756,8754.583984,2
7646,2019,16-jul,13,14,8966.343762,8968.044922,2
7647,2019,16-jul,14,15,8947.610729,8887.082031,2
7648,2019,16-jul,15,16,8979.953901,8859.823242,2
7649,2019,16-jul,16,17,8972.38246,8946.003906,2
7650,2019,16-jul,17,18,8844.349621,8873.196289,2
7651,2019,16-jul,18,19,8521.042637,8717.362305,2
7652,2019,16-jul,19,20,8243.99644,8482.870117,2
7653,2019,16-jul,20,21,8214.964746,8102.366699,2
7654,2019,16-jul,21,22,8590.409093,8576.609375,2
7655,2019,16-jul,22,23,8538.576328,8635.051758,2
7656,2019,16-jul,23,24,8212.990926,8404.729492,2
7657,2019,17-jul,0,1,7812.874781,7915.382324,2
7658,2019,17-jul,1,2,7507.746052,7624.609375,2
7659,2019,17-jul,2,3,7324.067358,7442.79248,2
7660,2019,17-jul,3,4,7275.084377,7375.097656,2
7661,2019,17-jul,4,5,7268.014454,7226.438477,2
7662,2019,17-jul,5,6,7346.616586,7283.824707,2
7663,2019,17-jul,6,7,7611.149337,7454.15332,2
7664,2019,17-jul,7,8,7908.639461,7841.579102,2
7665,2019,17-jul,8,9,8386.330105,8086.064453,2
7666,2019,17-jul,9,10,8744.477142,8681.574219,2
7667,2019,17-jul,10,11,8902.084451,8851.070313,2
7668,2019,17-jul,11,12,8948.601651,8842.393555,2
7669,2019,17-jul,12,13,8985.830976,8933.871094,2
7670,2019,17-jul,13,14,9057.543576,9032.200195,2
7671,2019,17-jul,14,15,8989.974554,8950.395508,2
7672,2019,17-jul,15,16,9028.080648,8975.995117,2
7673,2019,17-jul,16,17,9003.579779,9025.532227,2
7674,2019,17-jul,17,18,8857.005475,8959.478516,2
7675,2019,17-jul,18,19,8572.26712,8760.076172,2
7676,2019,17-jul,19,20,8297.701775,8408.950195,2
7677,2019,17-jul,20,21,8296.825907,8132.485352,2
7678,2019,17-jul,21,22,8598.927459,8599.410156,2
7679,2019,17-jul,22,23,8673.234085,8558.120117,2
7680,2019,17-jul,23,24,8281.334666,8689.262695,2
7681,2019,18-jul,0,1,7768.241654,8050.520508,2
7682,2019,18-jul,1,2,7470.402736,7578.77832,2
7683,2019,18-jul,2,3,7344.037088,7378.142578,2
7684,2019,18-jul,3,4,7230.936229,7348.128906,2
7685,2019,18-jul,4,5,7310.204256,7326.13916,2
7686,2019,18-jul,5,6,7363.419243,7454.444336,2
7687,2019,18-jul,6,7,7618.012515,7403.799805,2
7688,2019,18-jul,7,8,7915.500254,7709.231934,2
7689,2019,18-jul,8,9,8408.025429,8059.018555,2
7690,2019,18-jul,9,10,8639.040942,8649.449219,2
7691,2019,18-jul,10,11,8905.422342,8740.584961,2
7692,2019,18-jul,11,12,9178.887534,9070.555664,2
7693,2019,18-jul,12,13,9182.007344,9161.589844,2
7694,2019,18-jul,13,14,9197.047018,9169.728516,2
7695,2019,18-jul,14,15,9170.976738,9276.910156,2
7696,2019,18-jul,15,16,9192.681313,9190.408203,2
7697,2019,18-jul,16,17,9171.959776,9187.808594,2
7698,2019,18-jul,17,18,9054.307255,9071.109375,2
7699,2019,18-jul,18,19,8773.568174,8903.370117,2
7700,2019,18-jul,19,20,8375.609505,8687.970703,2
7701,2019,18-jul,20,21,8328.388003,8202.459961,2
7702,2019,18-jul,21,22,8595.782945,8591.064453,2
7703,2019,18-jul,22,23,8510.902291,8620.426758,2
7704,2019,18-jul,23,24,8206.847302,8460.037109,2
7705,2019,19-jul,0,1,7825.998061,7862.84375,2
7706,2019,19-jul,1,2,7582.321062,7776.172852,2
7707,2019,19-jul,2,3,7402.1593,7479.657715,2
7708,2019,19-jul,3,4,7300.0185,7441.813477,2
7709,2019,19-jul,4,5,7281.414235,7291.690918,2
7710,2019,19-jul,5,6,7371.268709,7323.128906,2
7711,2019,19-jul,6,7,7602.456604,7397.861328,2
7712,2019,19-jul,7,8,7867.147316,7683.699219,2
7713,2019,19-jul,8,9,8316.963151,8096.642578,2
7714,2019,19-jul,9,10,8648.252098,8368.299805,2
7715,2019,19-jul,10,11,8823.17122,8737.867188,2
7716,2019,19-jul,11,12,8948.551778,8928.958984,2
7717,2019,19-jul,12,13,9055.604841,8983.922852,2
7718,2019,19-jul,13,14,9064.963045,9126.537109,2
7719,2019,19-jul,14,15,9006.937496,9048.8125,2
7720,2019,19-jul,15,16,8987.128766,9030.49707,2
7721,2019,19-jul,16,17,8915.990964,8865.077148,2
7722,2019,19-jul,17,18,8704.723277,8868.504883,2
7723,2019,19-jul,18,19,8469.434561,8676.707031,2
7724,2019,19-jul,19,20,8260.086457,8282.207031,2
7725,2019,19-jul,20,21,8073.042425,7995.575195,2
7726,2019,19-jul,21,22,8221.940664,8235.09375,2
7727,2019,19-jul,22,23,8198.217374,8112.419922,2
7728,2019,19-jul,23,24,7967.742163,8111.066406,2
7729,2019,20-jul,0,1,7584.645973,7853.704102,2
7730,2019,20-jul,1,2,7341.327549,7411.389648,2
7731,2019,20-jul,2,3,7155.946711,7195.55957,2
7732,2019,20-jul,3,4,7079.580925,7201.848145,2
7733,2019,20-jul,4,5,7061.755911,7008.550781,2
7734,2019,20-jul,5,6,7088.226165,7147.916016,2
7735,2019,20-jul,6,7,7234.583716,7141.073242,2
7736,2019,20-jul,7,8,7399.996744,7353.570801,2
7737,2019,20-jul,8,9,7707.602388,7461.605469,2
7738,2019,20-jul,9,10,8056.73352,7908.661133,2
7739,2019,20-jul,10,11,8147.036445,8122.823242,2
7740,2019,20-jul,11,12,8222.228136,8192.417969,2
7741,2019,20-jul,12,13,8288.377524,8237.954102,2
7742,2019,20-jul,13,14,8197.255494,8224.994141,2
7743,2019,20-jul,14,15,8029.494725,8077.277344,2
7744,2019,20-jul,15,16,7849.839356,8043.52832,2
7745,2019,20-jul,16,17,7841.025371,7708.451172,2
7746,2019,20-jul,17,18,7856.840636,7807.536133,2
7747,2019,20-jul,18,19,7792.922887,7865.306641,2
7748,2019,20-jul,19,20,7747.678386,7768.624023,2
7749,2019,20-jul,20,21,7998.409398,7785.6875,2
7750,2019,20-jul,21,22,8147.691894,8133.675781,2
7751,2019,20-jul,22,23,7874.498844,8225.443359,2
7752,2019,20-jul,23,24,7483.947554,7699.272461,2
7753,2019,21-jul,0,1,7046.294138,7161.444824,2
7754,2019,21-jul,1,2,6750.976633,6774.182617,2
7755,2019,21-jul,2,3,6610.745348,6613.107422,2
7756,2019,21-jul,3,4,6502.822006,6606.211914,2
7757,2019,21-jul,4,5,6414.782134,6295.253906,2
7758,2019,21-jul,5,6,6411.389227,6263.022461,2
7759,2019,21-jul,6,7,6395.502717,6381.036133,2
7760,2019,21-jul,7,8,6372.868852,6296.962891,2
7761,2019,21-jul,8,9,6423.25476,6317.447266,2
7762,2019,21-jul,9,10,6539.741484,6457.801758,2
7763,2019,21-jul,10,11,6698.58353,6479.758789,2
7764,2019,21-jul,11,12,6778.613212,6788.319336,2
7765,2019,21-jul,12,13,6792.573019,6856.475586,2
7766,2019,21-jul,13,14,6795.008176,6864.902344,2
7767,2019,21-jul,14,15,6757.920233,6745.741211,2
7768,2019,21-jul,15,16,6797.8376,6742.131836,2
7769,2019,21-jul,16,17,6776.554395,6721.825195,2
7770,2019,21-jul,17,18,6777.96111,6767.495605,2
7771,2019,21-jul,18,19,6732.46071,6618.460938,2
7772,2019,21-jul,19,20,6798.69135,6732.830078,2
7773,2019,21-jul,20,21,7194.593698,6848.821289,2
7774,2019,21-jul,21,22,7515.720774,7515.677734,2
7775,2019,21-jul,22,23,7343.306827,7411.152344,2
7776,2019,21-jul,23,24,6954.955312,7116.588867,2
7777,2019,22-jul,0,1,6593.288447,6677.844727,2
7778,2019,22-jul,1,2,6370.569863,6506.260254,2
7779,2019,22-jul,2,3,6213.557508,6242.114258,2
7780,2019,22-jul,3,4,6127.607474,6185.962891,2
7781,2019,22-jul,4,5,6218.214425,6210.991699,2
7782,2019,22-jul,5,6,6345.797646,6304.614746,2
7783,2019,22-jul,6,7,6801.871925,6532.648926,2
7784,2019,22-jul,7,8,7342.453776,7182.276367,2
7785,2019,22-jul,8,9,7784.977961,7537.101074,2
7786,2019,22-jul,9,10,8232.930241,8035.75,2
7787,2019,22-jul,10,11,8454.665255,8300.410156,2
7788,2019,22-jul,11,12,8577.270692,8462.131836,2
7789,2019,22-jul,12,13,8753.9883,8596.450195,2
7790,2019,22-jul,13,14,8825.71456,8806.168945,2
7791,2019,22-jul,14,15,8750.097347,8688.886719,2
7792,2019,22-jul,15,16,8809.47708,8622.158203,2
7793,2019,22-jul,16,17,8724.156708,8635.614258,2
7794,2019,22-jul,17,18,8590.027175,8619.764648,2
7795,2019,22-jul,18,19,8319.272333,8474.603516,2
7796,2019,22-jul,19,20,8025.726041,8165.253906,2
7797,2019,22-jul,20,21,8045.581057,7794.206055,2
7798,2019,22-jul,21,22,8365.510092,8381.864258,2
7799,2019,22-jul,22,23,8395.889517,8293.642578,2
7800,2019,22-jul,23,24,8028.589031,8368.456055,2
7801,2019,23-jul,0,1,7627.547556,7854.466797,2
7802,2019,23-jul,1,2,7462.830173,7556.691895,2
7803,2019,23-jul,2,3,7326.164608,7409.833984,2
7804,2019,23-jul,3,4,7231.590634,7278.147461,2
